#	ファイル	ページグループ	メインKW（Vol）	現在のタイトル	体験型タイトル案	サブKW	サブVol	対応H2	H2にKW含む？	カニバリ	総合判定
1	guide.mdx	仲介手数料_基礎解説	仲介手数料（18,100）	仲介手数料とは？計算方法・相場・上限・無料の仕組みまで完全ガイド【2026年最新】	仲介手数料とは？売買8回の実体験で解説｜計算方法・相場・0円にできたケースも紹介	仲介手数料とは	2400	仲介手数料とは？わかりやすく解説	○	— ピラーなので各子ページと意図的に重複	○ 良好
1	guide.mdx	仲介手数料_基礎解説	仲介手数料（18,100）			仲介手数料 計算方法	260	仲介手数料、結局いくら？計算方法を解説	○	—
1	guide.mdx	仲介手数料_基礎解説	仲介手数料（18,100）			仲介手数料 不動産売買	3600	売買だと100万円超え？不動産売買の仲介手数料	○	→ real-estate.mdxへリンク
1	guide.mdx	仲介手数料_基礎解説	仲介手数料（18,100）			仲介手数料 賃貸	5400	賃貸でもかかるの？賃貸の仲介手数料	○	→ rental.mdxへリンク
1	guide.mdx	仲介手数料_基礎解説	仲介手数料（18,100）			仲介手数料 無料	4400	無料って怪しくない？仲介手数料無料の仕組み	○	— free.mdx削除済のためピラー内で完結
1	guide.mdx	仲介手数料_基礎解説	仲介手数料（18,100）			仲介手数料 相場	9900	相場はいくら？答えは「上限＝相場」	○	→ market-rate.mdxへリンク
1	guide.mdx	仲介手数料_基礎解説	仲介手数料（18,100）			仲介手数料 交渉	3600	交渉・値引きはできる？	○	→ negotiation.mdxへリンク
1	guide.mdx	仲介手数料_基礎解説	仲介手数料（18,100）			仲介手数料 上限	1300	上限はいくら？宅建業法の規定と法改正	○	→ legal-limit.mdxへリンク
1	guide.mdx	仲介手数料_基礎解説	仲介手数料（18,100）			仲介手数料 消費税	880	消費税はかかる？	○	→ tax.mdxへリンク
1	guide.mdx	仲介手数料_基礎解説	仲介手数料（18,100）			仲介手数料 住宅ローン	210	住宅ローンに組み込める？	○	→ housing-loan.mdxへリンク
1	guide.mdx	仲介手数料_基礎解説	仲介手数料（18,100）			仲介手数料 いつ払う	210	いつ払う？支払いタイミング	○	—
2	real-estate.mdx	仲介手数料_不動産売買	仲介手数料 不動産（14,800）	不動産売買の仲介手数料｜計算方法・相場・売主と買主の負担を徹底解説【2026年版】	不動産売買の仲介手数料｜買主7回・売主1回を経験して分かった計算方法と実際の負担	仲介手数料 不動産売買	3600	不動産売買の仲介手数料って何？いくらかかる？	○	—	△ H2カバー漏れあり
2	real-estate.mdx	仲介手数料_不動産売買	仲介手数料 不動産（14,800）			仲介手数料 不動産 相場	2900	（H2なし）	✕ H2未カバー	⚠ market-rate.mdxとカニバリの可能性
2	real-estate.mdx	仲介手数料_不動産売買	仲介手数料 不動産（14,800）			仲介手数料 売買	1600	（「不動産売買の〜」H2に包含）	○	—
2	real-estate.mdx	仲介手数料_不動産売買	仲介手数料 不動産（14,800）			仲介手数料 土地売買	1300	土地だけの売買でも仲介手数料はかかる？	○	—
2	real-estate.mdx	仲介手数料_不動産売買	仲介手数料 不動産（14,800）			仲介手数料 中古マンション	1000	マンションを買う・売るときの仲介手数料は？	○	—
2	real-estate.mdx	仲介手数料_不動産売買	仲介手数料 不動産（14,800）		
	仲介手数料 不動産屋	880	（H2なし）	✕ 未カバー	—
2	real-estate.mdx	仲介手数料_不動産売買	仲介手数料 不動産（14,800）			仲介手数料 マンション売却	720	マンションを買う・売るときの仲介手数料は？	△ 「売却」単独なし	—
2	real-estate.mdx	仲介手数料_不動産売買	仲介手数料 不動産（14,800）			仲介手数料 両手	110	両手仲介・片手仲介って何？知らないと損するかも	○	—
2	real-estate.mdx	仲介手数料_不動産売買	仲介手数料 不動産（14,800）			仲介手数料 売主 買主	（複合）	売主と買主、どちらが仲介手数料を払う？	○	—
3	market-rate.mdx	仲介手数料相場	仲介手数料 相場（9,900）	仲介手数料の相場はいくら？｜売買・賃貸・物件別の早見表と適正額の見極め方【2026年版】	仲介手数料の相場はいくら？｜売買8回・賃貸3回で払った実額を全公開	仲介手数料 不動産 相場	2900	売買の仲介手数料相場は？価格帯別の早見表	○	— real-estate.mdxにH2なし。相場はmarket-rateが本家	○ 良好
3	market-rate.mdx	仲介手数料相場	仲介手数料 相場（9,900）			仲介手数料 相場 賃貸	1300	賃貸の場合、相場はどれくらい？	○	—
3	market-rate.mdx	仲介手数料相場	仲介手数料 相場（9,900）			仲介手数料 いくら	320	で、結局いくらかかるの？	○	—
3	market-rate.mdx	仲介手数料相場	仲介手数料 相場（9,900）			仲介手数料 相場 売買	260	売買の仲介手数料相場は？価格帯別の早見表	○	—
3	market-rate.mdx	仲介手数料相場	仲介手数料 相場（9,900）			仲介手数料 相場 土地	260	土地だけの場合、相場はどうなる？	○	—
3	market-rate.mdx	仲介手数料相場	仲介手数料 相場（9,900）			仲介手数料 相場 中古マンション	140	中古マンション・戸建ての相場もチェック	○	—
3	market-rate.mdx	仲介手数料相場	仲介手数料 相場（9,900）			仲介手数料 相場 戸建て	140	中古マンション・戸建ての相場もチェック	○	—
3	market-rate.mdx	仲介手数料相場	仲介手数料 相場（9,900）			仲介手数料 平均	170	平均はいくら？最低金額はある？	○	—
3	market-rate.mdx	仲介手数料相場	仲介手数料 相場（9,900）			仲介手数料 最低金額	140	平均はいくら？最低金額はある？	○	—
4	rental.mdx	仲介手数料賃貸	仲介手数料 賃貸（5,400）	賃貸の仲介手数料｜相場・上限・計算方法・無料物件の仕組みを完全解説【2026年版】	賃貸の仲介手数料｜大家として3回払った経験から相場・上限・負担の実態を解説	仲介手数料 賃貸 無料	1900	仲介手数料無料の賃貸ってどういう仕組み？	○	— guide.mdxとは賃貸/売買で差別化	○ 概ね良好
4	rental.mdx	仲介手数料賃貸	仲介手数料 賃貸（5,400）			仲介手数料 不動産 賃貸	1600	そもそも賃貸でも仲介手数料はかかるの？	○ 文脈でカバー	—
4	rental.mdx	仲介手数料賃貸	仲介手数料 賃貸（5,400）			仲介手数料 賃貸 上限	1300	0.5ヶ月と1ヶ月、どっちが正しい？法律の規定	△「上限」明示なし	— legal-limitは売買上限なので差別化OK
4	rental.mdx	仲介手数料賃貸	仲介手数料 賃貸（5,400）			仲介手数料 1ヶ月 違法	1300	0.5ヶ月と1ヶ月、どっちが正しい？法律の規定	△「違法」明示なし	— legal-limitも「違法」H2なし（設計と異なる）。賃貸文脈で差別化
4	rental.mdx	仲介手数料賃貸	仲介手数料 賃貸（5,400）			仲介手数料 賃貸 相場	1300	賃貸の仲介手数料、相場はどれくらい？	○	— market-rateとは賃貸/売買で差別化
4	rental.mdx	仲介手数料賃貸	仲介手数料 賃貸（5,400）			仲介手数料 駐車場	590	アパートや駐車場の仲介手数料はいくら？	○	—
4	rental.mdx	仲介手数料賃貸	仲介手数料 賃貸（5,400）			仲介手数料 賃貸 交渉	480	賃貸の仲介手数料は交渉で安くなる？	○	— negotiation.mdxは売買中心なので差別化OK
4	rental.mdx	仲介手数料賃貸	仲介手数料 賃貸（5,400）			仲介手数料 アパート	210	アパートや駐車場の仲介手数料はいくら？	○	—
4	rental.mdx	仲介手数料賃貸	仲介手数料 賃貸（5,400）			仲介手数料 0.5ヶ月	210	0.5ヶ月と1ヶ月、どっちが正しい？法律の規定	○	—
4	rental.mdx	仲介手数料賃貸	仲介手数料 賃貸（5,400）			仲介手数料 礼金	140	仲介手数料と礼金、何が違うの？	○	—
5	negotiation.mdx	仲介手数料_交渉ガイド	仲介手数料 交渉（3,600）	仲介手数料の交渉・値引き方法｜言い方・タイミング・成功する例文を解説【2026年版】	仲介手数料の値引き交渉｜8,100万円の売却で1.5%に下げた方法と7回失敗した理由	仲介手数料 値切る客	1000	値切る客を不動産会社はどう見ている？	○	—	△ 「言い方・例文」H2未実装
5	negotiation.mdx	仲介手数料_交渉ガイド	仲介手数料 交渉（3,600）			仲介手数料 値切る	880	値切る客を不動産会社はどう見ている？	○	—
